"STBIOMSha","Elev_ave","Elev_mode","Elev_stddev","Elev_variance","Elev_CV","Elev_IQ","Elev_skewness","Elev_kurtosis","Elev_AAD","Elev_MAD_median","Elev_MAD_mode","Elev_L2","Elev_L3","Elev_L4","Elev_LCV","Elev_Lskewness","Elev_Lkurtosis","Elev_P01","Elev_P05","Elev_P10","Elev_P20","Elev_P25","Elev_P30","Elev_P40","Elev_P50","Elev_P60","Elev_P70","Elev_P75","Elev_P80","Elev_P90","Elev_P95","Elev_P99","Pct_first_returns_above_ht","Pct_all_returns_above_ht","all_returns_above_ht_div_Total_first_returns_x_100","First_returns_above_ht","All_returns_above_ht","Pct_first_returns_above_mean","Pct_first_returns_above_mode","pct_all_returns_above_mean","pct_all_returns_above_mode","All_returns_above_mean_div_Total_first_returns_x_100","All_returns_above_mode_div_Total_first_returns_x_100","First_returns_above_mean","First_returns_above_mode","All_returns_above_mean","All_returns_above_mode","Total_first_returns","Total_all_returns"
68.3245325,10.29,11.72,3.78,14.34,0.36,4.63,-0.28,2.85,2.99,2.1,2.06,2.11,-0.19,0.29,0.2,-0.09,0.14,2.19,3.01,4.31,7.12,8.11,8.85,9.94,10.95,11.67,12.34,12.75,13.01,14.51,15.96,19.3,29.89,29.61,32.37,735,796,19.43,13.21,17.85,12.12,19.52,13.25,478,325,480,326,2459,2688
138.6506155,15.75,12.79,6.61,43.72,0.41,9.63,0.21,2.2,5.51,4.89,4.72,3.78,0.21,0.25,0.24,0.05,0.06,3.28,5.65,7.38,9.64,10.92,11.83,13.18,14.87,17.07,19.51,20.55,22.31,25.46,27.43,29.16,45.96,44.33,50.64,2022,2228,22.14,30.52,20.53,28.55,23.45,32.62,974,1343,1032,1435,4399,5025
126.8389965,16.73,18.55,5.84,34.15,0.34,7.72,-0.42,2.61,4.71,3.43,3.34,3.29,-0.34,0.37,0.19,-0.1,0.11,3.22,5.72,8.41,11.14,13.01,14.6,15.97,17.82,18.87,20.12,20.73,21.37,23.44,25.98,27.91,39.23,37.34,43.82,1385,1547,23.42,18.27,21.12,16.46,24.78,19.32,827,645,875,682,3530,4142
87.129223,14.71,14.4,3.54,12.54,0.24,4.74,-0.61,3.63,2.76,2.38,2.4,1.97,-0.17,0.25,0.13,-0.08,0.13,3.72,8.37,10.37,11.84,12.51,13.16,14.25,14.92,15.77,16.64,17.25,17.89,19.11,19.96,21.25,42.37,39.04,45.76,1161,1254,24.37,26.38,20.95,22.72,24.56,26.64,668,723,673,730,2740,3212
74.872815,15.46,18.51,4.5,20.25,0.29,5.8,-0.93,3.24,3.64,2.53,2.58,2.46,-0.53,0.26,0.15,-0.21,0.1,2.55,5.53,9.13,11.53,12.93,13.88,15.19,16.93,17.77,18.54,18.73,19,20.25,21.08,21.82,26.14,25.97,28.37,996,1081,16.92,8.76,15.56,8.02,17,8.76,645,334,648,334,3810,4162
211.6948535,15.27,14.15,5.24,27.46,0.34,7.26,-0.08,2.63,4.17,3.57,3.78,2.97,-0.06,0.35,0.19,-0.02,0.11,3.64,6.23,8.2,10.66,11.65,12.82,14.28,15.45,16.71,18.15,18.92,19.37,21.91,24.41,26.3,63.14,53.91,71.01,1732,1948,35.43,42.21,28.09,33.57,37,44.22,972,1158,1015,1213,2743,3613
501.030098,21.47,25.22,7.41,54.99,0.34,11.92,-0.15,2.08,6.28,6.07,6.17,4.26,-0.14,0.14,0.19,-0.03,0.03,5.95,9.63,11.46,14.39,15.52,16.57,19.38,21.95,24,25.99,27.45,28.68,31.66,32.42,34.11,77.57,70.99,94.9,2663,3258,45.2,31.25,37.24,25.1,49.78,33.55,1552,1073,1709,1152,3433,4589
211.472459,21.34,24.69,4.81,23.14,0.22,6.09,-1.05,4.22,3.79,3,2.88,2.62,-0.5,0.32,0.12,-0.19,0.12,6.04,12.38,14.42,17.69,18.86,19.44,20.87,22.37,23.46,24.41,24.96,25.45,26.54,27.41,28.31,68.94,58.62,77.49,1403,1577,42.55,21.71,33.01,16.46,43.63,21.76,866,442,888,443,2035,2690
247.500368,16.47,20.34,5.63,31.74,0.34,8.92,-0.42,2.17,4.72,4.14,3.9,3.2,-0.36,0.14,0.19,-0.11,0.04,4.46,6.22,8.15,10.69,12.11,13.64,15.81,17.18,19.05,20.55,21.03,21.66,23.32,24.19,25.35,73.96,63.14,86.58,1682,1969,45.55,28.01,34.63,20.46,47.49,28.05,1036,637,1080,638,2274,3118
240.532007,16.42,19.43,3.98,15.88,0.24,4.36,-1.35,4.54,3.04,1.99,2,2.09,-0.59,0.33,0.12,-0.28,0.16,3.35,7.69,10.79,13.94,14.89,15.5,16.63,17.53,18.37,18.95,19.25,19.5,20.24,20.79,21.61,84.23,65.83,93.5,1427,1584,58.38,20.18,41.14,14.21,58.44,20.18,989,342,990,342,1694,2406
45.3931885,8.29,3.44,4.9,24.1,0.59,8.76,0.43,1.83,4.43,3.71,2.95,2.76,0.39,-0.08,0.33,0.14,-0.02,2.07,2.37,2.71,3.54,3.86,4.28,5.28,6.4,10.13,12,12.61,13.23,15.48,16.49,19.08,43.69,40.87,46.19,1046,1106,22.68,40.51,20.43,37.98,23.09,42.94,543,970,553,1028,2394,2706
182.0916745,15.07,19.51,5.15,26.62,0.34,7.53,-0.83,2.53,4.26,2.94,2.88,2.83,-0.65,0.19,0.18,-0.23,0.06,3.08,5.01,5.95,10.03,11.61,13.4,15.6,16.67,17.69,18.62,19.14,19.57,20.34,20.89,21.87,51.43,44.85,59.08,2225,2556,36.17,12.57,28.46,9.54,37.49,12.57,1565,544,1622,544,4326,5698
173.2947365,12.66,10.95,4.46,19.92,0.35,7.32,-0.15,2.04,3.8,3.62,4.02,2.56,-0.1,0.08,0.2,-0.04,0.03,3.52,5.31,6.36,8.16,9.06,9.99,11.34,12.85,14.35,15.75,16.38,17.04,18.25,19.23,21.01,65.96,51.88,72.69,3658,4031,36.48,45.06,26.67,33.28,37.36,46.63,2023,2499,2072,2586,5545,7769
56.587045,12.07,11.39,4.01,16.1,0.33,5.92,-0.16,2.36,3.29,2.88,3.13,2.29,-0.08,0.18,0.19,-0.03,0.08,2.97,5.05,6.79,8.19,9.02,9.94,11.22,12.21,13.35,14.48,14.94,15.6,17.3,18.76,19.61,38.14,33.39,41,5390,5793,20.55,23.38,17.21,19.65,21.13,24.12,2904,3304,2986,3409,14129,17348
12.6764865,6.58,2.01,4.95,24.5,0.75,4.35,1.35,3.48,3.87,1.67,2.55,2.49,0.96,0.35,0.37,0.38,0.14,2.05,2.21,2.43,2.97,3.2,3.43,3.96,4.56,5.22,6.41,7.55,10.2,15.7,17.89,19.33,26.76,25.49,27.76,3691,3829,9.25,33.84,9.3,32.13,10.12,34.98,1277,4668,1397,4825,13791,15017
137.934011,10.84,13.44,3.3,10.91,0.3,5.05,-0.53,2.3,2.79,2.32,2.13,1.86,-0.26,0.09,0.17,-0.14,0.05,3.28,4.77,5.84,7.58,8.45,9.16,10.44,11.57,12.48,13.19,13.51,13.83,14.59,15.1,16.09,62.44,52.85,69.97,9621,10780,39.71,18.34,30.1,13.85,39.86,18.34,6118,2826,6141,2826,15406,20396
50.359999,5.49,3.69,2.09,4.37,0.38,2.86,0.59,3.41,1.68,1.43,1.7,1.17,0.1,0.12,0.21,0.08,0.1,2.08,2.34,2.76,3.69,3.94,4.18,4.73,5.4,5.97,6.51,6.8,7.14,8.1,9.28,11.4,43.54,35.97,44.31,4536,4617,24.33,39.95,19.84,32.95,24.44,40.59,2535,4162,2547,4229,10418,12834
23.6973695,6.55,2.01,3.4,11.61,0.51,6.2,0.28,1.77,3.03,3.07,3.93,1.94,0.18,-0.05,0.29,0.09,-0.03,2.05,2.19,2.4,2.82,3.22,3.75,4.81,5.94,7.81,8.93,9.42,10.06,11.33,12.34,13.48,15.63,15.26,16.18,1764,1826,9.67,20.39,9.19,19.76,9.75,20.95,1091,2300,1100,2364,11280,11961
25.451815,6.25,3.4,2.79,7.83,0.44,4.33,0.57,2.72,2.31,2.19,2.46,1.57,0.19,0.1,0.25,0.12,0.06,2.09,2.51,2.82,3.52,3.91,4.49,5.11,5.87,6.72,7.75,8.25,8.75,9.94,11.37,13.61,24.94,22.63,25.51,1945,1990,13.4,23.5,11.97,21.32,13.5,24.04,1045,1833,1053,1875,7798,8791
128.741705,14.27,11.52,5.86,34.35,0.41,8.44,-0.42,2.16,4.87,4.42,5.38,3.33,-0.36,0.14,0.23,-0.11,0.04,2.28,3.39,4.92,8.28,11.03,11.78,13.08,14.91,16.45,18.7,19.48,20.17,21.34,22.16,23.27,45.27,42.89,51.56,6137,6989,27.81,36.25,24.17,32.39,29.06,38.94,3770,4914,3940,5279,13555,16295
223.432341,19.34,23.05,4.83,23.36,0.24,6.65,-0.82,3.44,3.9,3.21,3.16,2.67,-0.43,0.26,0.13,-0.16,0.09,4.8,10.41,12.73,15.35,16.45,17.12,18.95,20.23,21.5,22.66,23.1,23.51,24.8,25.67,26.68,70.56,58.96,81.77,7975,9242,45.31,20.82,33.48,15.03,46.44,20.84,5121,2354,5249,2356,11302,15674
303.593203,18.17,20.07,6.45,41.64,0.35,8.26,-0.53,2.91,5.12,4.1,4.19,3.61,-0.38,0.45,0.19,-0.1,0.12,2.4,4.39,9.34,13.11,14.65,15.48,17.19,18.84,20.36,22.04,22.91,23.63,25.72,28.01,29.8,76.78,63.72,90.76,4998,5908,46.48,37.31,34.94,27.66,49.77,39.4,3026,2429,3240,2565,6509,9271
201.6623905,17.28,22.29,5.39,29.14,0.31,7.72,-0.77,2.68,4.46,3.63,3.62,3,-0.59,0.21,0.17,-0.19,0.07,3.36,6.98,8.23,12.91,13.91,14.85,17.12,18.67,19.94,20.98,21.63,22.2,23.25,23.86,24.58,49.85,46.06,56.57,4565,5180,33.19,10.87,27.65,8.85,33.95,10.87,3039,996,3109,996,9156,11244
129.48302,9.36,10.66,3.85,14.83,0.41,6.12,0.12,2.23,3.23,3.02,3.02,2.2,0.04,0.12,0.23,0.02,0.05,2.39,3.23,4.09,5.57,6.12,6.9,8.2,9.36,10.57,11.65,12.24,12.84,14.57,15.64,17.96,51.78,44.31,58.21,3314,3725,29.19,22.86,23.01,17.92,30.22,23.55,1868,1463,1934,1507,6399,8405
86.7585655,10.72,2.25,4.5,20.25,0.41,6.51,-0.57,2.12,3.83,2.92,9.78,2.53,-0.41,0.06,0.23,-0.16,0.02,2.06,2.35,2.74,6.14,7.92,8.84,9.96,12.04,13.21,13.91,14.43,14.78,15.82,16.24,16.99,28.14,26.65,30.62,1295,1409,19.1,30.51,16.77,29.1,19.27,33.44,879,1404,887,1539,4601,5287
111.048987,12.79,13.01,3.63,13.22,0.28,4.54,-0.63,3.28,2.83,2.27,2.26,2.02,-0.23,0.29,0.15,-0.11,0.14,2.86,5.54,7.94,10.08,10.79,11.44,12.28,13.13,14.02,14.91,15.33,15.85,17,18.29,19.36,55.55,45.98,61.16,1861,2049,33.43,32.05,25.33,24.3,33.7,32.32,1120,1074,1129,1083,3350,4456
63.8272215,12.83,17.45,5.21,27.22,0.4,8.53,-0.03,2.31,4.32,4.19,4.78,2.98,-0.05,0.2,0.23,-0.01,0.06,2.23,4.05,5.63,7.92,8.56,9.44,11.72,13.21,14.31,16.16,17.09,17.62,19.31,20.7,24.18,36.32,34.79,40.72,1762,1975,20.78,9.01,18.69,7.8,21.87,9.13,1008,437,1061,443,4850,5676
129.235915,12.55,12.7,3.8,14.44,0.3,5.68,-0.48,2.48,3.14,2.84,2.88,2.15,-0.24,0.13,0.17,-0.11,0.06,2.82,5.85,6.93,9.02,9.96,10.62,11.99,13.02,14.02,15.21,15.65,16.19,17.15,17.69,18.57,65.41,54.83,71.34,2646,2886,40.12,38.96,30.98,30.09,40.32,39.15,1623,1576,1631,1584,4045,5263
151.376523,18.34,17.59,4.51,20.35,0.24,3.97,5.67,152.34,2.73,2.03,2.12,2.03,-0.29,0.48,0.11,-0.14,0.23,5.2,9.59,14.76,16.19,16.73,17.24,18.05,18.62,19.39,20.26,20.71,21.19,22.48,23.35,24.47,44.5,39.81,46.01,1746,1805,25.43,30.33,22.12,26.44,25.56,30.56,998,1190,1003,1199,3923,4534
226.002233,16.86,16.55,3.79,14.42,0.22,5.3,-0.3,2.77,3.06,2.66,2.75,2.15,-0.11,0.21,0.12,-0.05,0.1,7.63,10.24,11.99,13.38,14.27,15.02,16.09,17.02,18.04,19.03,19.57,20.28,21.67,22.84,24.01,71.07,61.56,76.43,2015,2167,39.18,41.94,31.98,34.28,39.71,42.57,1111,1189,1126,1207,2835,3520
94.6659255,18.24,16.64,4.16,17.34,0.22,4.8,-1.16,5.15,3.08,2.44,2.78,2.21,-0.31,0.37,0.12,-0.14,0.17,4.17,9.04,13.92,15.84,16.43,16.84,17.55,18.31,19.52,20.73,21.23,21.8,23.08,23.77,24.67,34.1,31.13,35.02,992,1019,17.77,25.33,15.85,22.63,17.84,25.47,517,737,519,741,2909,3273
160.2970135,15.46,16.17,5.63,31.8,0.36,8.02,-0.1,2.48,4.51,3.39,3.4,3.19,-0.12,0.35,0.2,-0.03,0.11,3.64,5.99,7.41,9.73,10.96,12.85,14.95,16.19,17.23,18.29,18.98,19.6,23.1,25.41,26.95,51.19,43.53,55.97,2422,2648,29.48,26.35,24.51,21.96,31.51,28.23,1395,1247,1491,1336,4731,6083
201.0199175,19.14,21.16,3.83,14.67,0.2,5.26,-0.8,3.95,3.03,2.65,2.6,2.11,-0.26,0.24,0.11,-0.12,0.11,7.63,12.26,14.39,16.09,16.7,17.38,18.53,19.54,20.55,21.51,21.96,22.53,23.73,24.37,25.53,66.33,55.9,71.06,2790,2989,38.04,24.39,30.11,19.18,38.27,24.39,1600,1026,1610,1026,4206,5347
297.9344985,19.1,26.09,6.99,48.97,0.36,12.55,-0.31,1.94,6.09,5.66,5.66,4,-0.34,0.01,0.2,-0.08,0.004178,3.23,8.02,8.93,11.71,12.63,14.52,17.45,20.43,22.32,24.35,25.18,26.05,27.7,28.76,29.99,49.22,45.82,55.51,3074,3467,29.65,10.9,25.59,9.01,31,10.92,1852,681,1936,682,6245,7565
270.2093175,19.54,23.65,6.7,44.94,0.34,7.94,-0.85,2.9,5.31,3.76,3.74,3.68,-0.75,0.41,0.18,-0.2,0.11,3.52,4.93,8.74,14.28,16.58,17.7,19.59,21.02,22.48,23.84,24.53,25.17,26.93,27.86,29.45,51.97,46.85,58.19,2181,2442,33.91,18.46,28.49,15.04,35.39,18.68,1423,775,1485,784,4196,5212
139.466062,17.73,20.25,3.73,13.98,0.21,5.33,-0.34,3.14,3.02,2.65,2.99,2.11,-0.1,0.21,0.11,-0.05,0.1,9.64,11.13,12.64,14.61,15.06,15.66,16.92,17.86,19.01,20.04,20.39,20.96,22.66,23.69,25.21,46.46,42.48,51.1,2175,2392,25.97,13.95,21.81,11.63,26.23,13.99,1216,653,1228,655,4681,5630
55.0302835,8.54,2.66,6.58,43.3,0.77,13.11,0.61,1.69,6.01,2.11,1.76,3.54,0.88,-0.24,0.41,0.25,-0.06,2.05,2.24,2.5,2.86,3.01,3.18,3.57,4.43,8.46,13.6,16.12,17.11,18.45,19.42,21.11,28.99,27.69,30.98,1895,2025,15.53,33.17,14.63,31.61,16.37,35.37,1015,2168,1070,2312,6535,7313
89.5755625,13.66,2.01,7.23,52.39,0.52,15.58,-0.57,1.8,6.24,4.16,14.25,3.98,-0.64,-0.08,0.29,-0.16,-0.02,2.05,2.25,2.46,3.07,3.8,11.31,14.53,16.26,17.45,18.68,19.39,20.16,21.45,21.93,24.14,34.91,34.01,37.47,1252,1344,28.49,43.22,27.08,42.16,29.83,46.45,1022,1550,1070,1666,3586,3951
114.755562,14.69,16.9,3.36,11.33,0.22,5.2,-0.47,2.92,2.78,2.53,2.38,1.9,-0.17,0.13,0.12,-0.08,0.07,7.3,8.89,10.09,11.53,12.06,12.69,14.15,15.19,16.01,16.9,17.26,17.73,18.73,19.61,20.65,52.45,46.39,57.57,1947,2137,31.16,17.34,25.37,14,31.49,17.37,1157,644,1169,645,3712,4606
78.529969,18.94,19.75,4.31,18.6,0.22,3.46,-2.41,9.89,2.72,1.73,1.72,2,-0.58,0.56,0.1,-0.29,0.28,2.12,12.15,16.03,17.46,17.91,18.23,19.03,19.69,20.3,21.02,21.37,21.79,22.87,23.5,24.31,27.33,26.63,29.06,1490,1584,18.38,14.86,16.94,13.65,18.49,14.89,1002,810,1008,812,5450,5947
143.3950315,18.42,19.35,5.01,25.1,0.27,5.56,-1.22,5.15,3.69,2.77,2.79,2.65,-0.44,0.49,0.14,-0.16,0.18,2.16,9.25,13.03,15.4,16.21,16.73,18,19.08,20.07,21.23,21.78,22.37,24.07,25.23,26.41,49.24,46,55.12,3182,3562,31.3,26.46,26.78,22.42,32.09,26.86,2023,1710,2074,1736,6462,7742
71.0921085,11.89,4.48,5.94,35.29,0.49,10.61,0.15,1.77,5.2,5.3,7.26,3.41,0.15,-0.04,0.28,0.04,-0.01,2.5,3.65,4.3,5.56,6.4,7.21,9.03,11.75,13.97,15.8,17.02,17.95,20.05,21.61,23.08,59.93,54.5,66.45,2687,2979,31.42,54.31,27.31,49.37,33.3,60.2,1409,2435,1493,2699,4483,5466
104.5995465,13.71,6.4,8.43,71.11,0.61,16.35,0.2,1.32,8.02,5.37,3.54,4.69,0.42,-0.51,0.34,0.09,-0.1,2.88,3.63,4.41,5.45,5.98,6.39,7.14,8.35,18.89,21.37,22.34,23.05,25.11,25.92,27.26,50.02,44.07,52.62,1248,1313,23.84,35.31,21.65,31.41,25.85,37.51,595,881,645,936,2495,2979
192.5195055,18.68,18.93,3.88,15.08,0.2,5.07,-1,4.44,3.03,2.35,2.53,2.12,-0.36,0.27,0.11,-0.17,0.12,6.49,11.4,13.46,15.51,16.37,17.2,18.6,19.36,20.25,21.05,21.45,21.82,23.07,23.9,24.7,54.72,48.7,59.16,1221,1320,34.69,32.94,28.74,27.3,34.91,33.16,774,735,779,740,2231,2710
163.5093785,15.18,17.17,5.52,30.52,0.36,7.31,-0.32,2.37,4.55,3.74,4.21,3.14,-0.23,0.25,0.2,-0.07,0.07,2.77,4.89,7.22,10.8,11.77,12.44,13.99,15.61,17.21,18.25,19.09,20.79,22.43,23.28,24.79,50.93,47.41,56.83,1940,2165,28.32,22.31,24.55,19.38,29.43,23.23,1079,850,1121,885,3809,4566
206.530359,20.64,21.2,4.29,18.46,0.2,6.41,-0.62,3.22,3.49,3.1,3.12,2.41,-0.28,0.21,0.11,-0.11,0.08,9.56,12.76,14.83,17,17.54,18.37,20.16,21.27,22.32,23.43,23.96,24.48,25.84,26.56,27.9,60.71,53.74,68.39,3145,3543,37.47,34.03,30.26,27.32,38.51,34.76,1941,1763,1995,1801,5180,6592
95.4566615,16.73,16.38,3.37,11.38,0.2,5.14,-0.2,2.28,2.79,2.57,2.65,1.93,-0.09,0.12,0.11,-0.05,0.06,9.67,11.09,11.89,13.51,14.19,14.71,16.12,16.92,17.95,18.87,19.34,19.88,20.98,21.81,23.37,53.92,47.38,55.55,3055,3147,28.86,31.36,24.77,26.98,29.03,31.63,1635,1777,1645,1792,5665,6641
75.367025,15.95,17.19,4.02,16.17,0.25,5.53,-1.01,4.35,3.16,2.69,2.64,2.19,-0.36,0.26,0.13,-0.16,0.12,2.21,8.94,10.51,12.97,13.53,14.1,15.52,16.76,17.51,18.53,19.06,19.51,20.54,21.01,22.14,32.71,32.46,36.72,668,750,20.51,16.69,18.52,14.93,20.95,16.89,419,341,428,345,2042,2310
173.8383675,17.42,17.14,3.64,13.26,0.2,4.66,-0.84,4.22,2.8,2.34,2.43,1.99,-0.22,0.29,0.11,-0.11,0.14,6.02,11.51,13.28,14.69,15.43,15.94,16.86,17.7,18.61,19.53,20.09,20.51,21.7,22.6,23.83,51.54,46.44,54.4,1082,1142,28.53,30.68,24.48,26.39,28.68,30.91,599,644,602,649,2099,2459
130.174914,16.64,19.54,3.45,11.93,0.2,5.21,-0.32,2.64,2.86,2.61,2.98,1.96,-0.11,0.14,0.11,-0.06,0.07,8.42,10.93,11.98,13.62,14.22,14.68,15.79,16.84,17.87,18.9,19.43,19.86,20.97,21.73,23.06,51.88,46.79,58.05,1195,1337,29.65,13.67,24.08,11.02,29.87,13.67,683,315,688,315,2303,2857
141.541744,18.34,18.76,2.67,7.15,0.14,3.28,-0.52,4.61,2.09,1.68,1.72,1.48,-0.07,0.2,0.08,-0.04,0.14,11.5,13.94,15,16.38,16.74,17.07,17.66,18.54,19.11,19.68,20.02,20.57,21.7,22.29,24.13,45.69,42.09,47.13,1840,1898,24.85,22.1,22.22,19.76,24.88,22.12,1001,890,1002,891,4027,4509
132.0776225,13.58,2.01,5.81,33.8,0.42,9.27,-0.6,2.18,4.89,3.97,13.05,3.26,-0.56,0.12,0.24,-0.17,0.03,2.1,2.48,3.6,7.84,9.11,10.78,13.52,15.06,16.53,17.77,18.39,18.87,19.85,20.41,22.63,44.08,43.52,50.69,2902,3337,31.54,48.46,28.29,47.31,32.95,55.1,2076,3190,2169,3627,6582,7666
301.517521,18.32,22.33,6.14,37.76,0.33,8.42,-0.67,2.59,5.06,3.95,3.65,3.44,-0.58,0.27,0.18,-0.16,0.08,3.44,6.04,8.57,12.92,14.6,15.76,17.84,19.79,21.23,22.44,23.03,23.69,25.13,26.3,27.9,82.62,69.77,94.53,4217,4825,53.54,29.56,40.7,21.95,55.15,29.74,2733,1509,2815,1518,5104,6915
234.9721445,19.15,21.43,5.97,35.71,0.31,6.15,-1.17,4.18,4.44,3.04,3.04,3.17,-0.68,0.58,0.16,-0.21,0.18,2.35,3.94,11.27,15.94,16.82,17.8,19.05,20.26,21.45,22.46,22.98,23.79,25.71,26.62,28.3,72,62.89,81.5,3563,4033,47.73,33.08,38.3,25.98,49.63,33.67,2362,1637,2456,1666,4948,6412
162.496248,16.82,16.42,4.7,22.11,0.27,5.85,-0.42,3.35,3.67,2.9,3.14,2.62,-0.14,0.36,0.15,-0.05,0.13,2.39,9.14,10.92,12.78,13.99,14.77,16.05,16.98,18.09,19.32,19.84,20.73,23.12,24.54,25.87,57.33,52.45,65.3,1547,1762,32.5,35.43,27.15,29.68,33.8,36.95,877,956,912,997,2698,3359
187.0831955,22.27,22.56,3.19,10.23,0.14,4.01,-1.54,8.91,2.38,2,2,1.68,-0.24,0.25,0.07,-0.14,0.15,13.33,16.54,18.95,20.12,20.64,21.03,21.72,22.58,23.27,24.21,24.66,25.02,25.75,26.38,27.31,41.96,39.28,44.08,969,1018,23.68,22.13,21.15,19.72,23.73,22.13,547,511,548,511,2309,2591
97.309949,15.49,16.29,3.86,14.91,0.24,4.34,-1.24,4.72,2.92,2.11,2.11,2.05,-0.44,0.34,0.13,-0.21,0.16,2.92,7.75,10.57,13.06,13.85,14.26,15.35,16.29,17.13,17.89,18.2,18.51,19.48,20.34,21.37,68.69,63.75,76.07,3129,3465,45.7,38.63,38.32,32.38,45.72,38.63,2082,1760,2083,1760,4555,5435
44.9978205,5.98,2.01,3.13,9.8,0.52,5.74,0.37,1.89,2.73,2.88,3.79,1.78,0.21,-0.05,0.29,0.11,-0.02,2.05,2.16,2.35,2.7,2.97,3.17,4.36,5.8,6.81,8.01,8.71,9.33,10.37,11.08,13.06,16.6,16.11,17.14,433,447,10.93,22.55,10.38,21.74,11.04,23.13,285,588,288,603,2607,2773
99.3609205,9.88,14.23,4.21,17.75,0.42,6.78,-0.38,1.93,3.62,3.38,3.59,2.4,-0.26,0.01,0.24,-0.11,0.006394,2.09,2.45,3,5.85,6.77,7.43,9.11,10.64,11.81,13.18,13.55,14.11,14.89,15.41,16.12,54.31,45.94,59.32,2497,2727,34.71,12.07,27.24,9.34,35.17,12.07,1596,555,1617,555,4597,5936
80.902177,6.17,7.02,2.78,7.76,0.45,4.15,0.52,2.56,2.32,2.08,2.34,1.57,0.18,0.09,0.25,0.11,0.05,2.09,2.38,2.76,3.42,3.84,4.14,5.06,5.91,6.86,7.6,7.99,8.63,10.02,11.39,13.13,50.27,41.74,51.53,1751,1795,27.39,22.45,22.39,18.23,27.64,22.5,954,782,963,784,3483,4300
42.403218,10.92,10.67,3.29,10.85,0.3,4.86,-0.06,2.66,2.67,2.39,2.32,1.87,0.01,0.17,0.17,0.006577,0.09,2.53,6.2,6.98,7.76,8.52,9.06,10.09,10.81,11.74,12.71,13.38,13.96,15.43,16.26,17.74,27.54,24.02,28.23,1287,1319,13.76,14.87,11.82,12.82,13.89,15.06,643,695,649,704,4672,5489
96.321529,13.29,16.82,3.96,15.72,0.29,5.05,-0.85,2.82,3.16,2.46,2.75,2.18,-0.46,0.2,0.16,-0.21,0.09,3.9,4.97,6.24,10.31,11.35,12.15,13.28,14.07,15.17,15.98,16.41,16.82,17.55,18.05,18.76,49.65,44.37,54.39,2229,2442,32.34,10.93,26.67,8.92,32.7,10.93,1452,491,1468,491,4489,5503
94.0234525,12.49,16.11,3.57,12.8,0.28,5.43,-0.31,2.36,2.95,2.6,3.3,2.03,-0.15,0.14,0.16,-0.07,0.07,4.24,6.45,7.57,8.75,9.77,10.73,11.99,12.88,13.84,14.77,15.2,15.87,16.64,17.76,19.34,37.04,33.84,39.32,1532,1626,21.28,7.01,18.44,6.03,21.42,7.01,880,290,886,290,4135,4804
138.823589,8.44,3.52,4.08,16.66,0.48,6.34,0.37,2.21,3.38,3.17,4.43,2.32,0.21,0.12,0.27,0.09,0.05,2.16,2.69,3.29,4.16,4.77,5.97,7.07,7.96,9.1,10.59,11.1,12.1,14.73,16.02,17.2,56.01,47.85,59.6,2213,2355,28.75,53.32,23.63,45.17,29.43,56.26,1136,2107,1163,2223,3951,4921
97.0875545,9.3,14.14,3.96,15.68,0.42,6.8,-0.02,1.9,3.38,3.4,4.83,2.28,-0.01,0.03,0.24,-0.008397,0.01,2.14,3.11,3.75,5.27,5.91,6.6,8.15,9.31,10.56,12.16,12.71,13.49,14.39,15.21,16.88,53.42,46.2,59.22,857,950,30.04,7.98,24.17,6.22,30.98,7.98,482,128,497,128,1604,2056
31.0610985,7.62,5.12,4.92,24.21,0.64,4.57,1.49,4.43,3.67,2.05,1.86,2.49,0.86,0.46,0.32,0.34,0.18,2.22,2.76,3.19,3.98,4.4,4.74,5.35,5.89,6.87,8.1,8.98,9.68,15.89,19.95,21.85,46.94,41.88,48.71,1752,1818,16.39,32.15,15.09,28.94,17.55,33.65,612,1200,655,1256,3732,4340
302.011731,20.61,22.31,3.23,10.47,0.15,4.21,-1.16,6.38,2.54,2,1.98,1.75,-0.25,0.21,0.08,-0.14,0.12,12.79,15.22,16.22,18.09,18.64,19.12,20.15,21.2,22.07,22.57,22.86,23.16,24.12,25.13,26.03,56.4,50.06,60.54,1770,1900,33.81,21.31,28.16,17.73,34.06,21.44,1061,669,1069,673,3138,3795
98.5207635,14.43,16.18,3.13,9.81,0.21,3.93,-1.16,4.92,2.42,1.86,1.77,1.68,-0.32,0.23,0.11,-0.19,0.13,2.49,8.77,10,12.18,12.74,13.27,14.22,15,15.87,16.36,16.67,16.97,17.78,18.39,19.28,38.95,34.28,40.84,1898,1990,23.8,14.12,20.01,11.85,23.85,14.12,1160,688,1162,688,4872,5805
178.8298885,15.47,19.66,4.84,23.48,0.31,7.24,-0.68,2.65,3.97,3.35,3.35,2.71,-0.44,0.2,0.17,-0.16,0.07,3,6.02,7.93,11.23,12.27,13.42,15.13,16.42,17.51,18.84,19.51,19.93,20.94,21.65,22.66,61.22,51.94,67.92,2531,2808,38.41,16.15,30.04,12.35,39.28,16.15,1588,668,1624,668,4134,5406
